seg	id	title	who	url	quote	missing	evidence
S5	OPEN-2	RFC — back-pressure detection for KV cache offloading tiers	bnellnm, vLLM RFC issue #50031	https://github.com/vllm-project/vllm/issues/50031	"vLLM's KV cache offloading framework (CPU DRAM, local NVMe, shared storage) does not detect or respond to bandwidth saturation on secondary tiers. When a tier is saturated — whether from concurrent eviction, excessive store operations, or high IOPS — the system continues dispatching load/store jobs that pile up, further degrading bandwidth for actual serving loads." and "**Saturated-Tier bottleneck: In the case when multiple secondary tiers are specified, all tiers receive the same amount of stores. The CPU blocks are protected from eviction, when the stores are in progress and are released only when the slowest tier has completed the store. Here the slowest tier becomes the bottleneck for the entire system. Further, we observe CPU tier running out of memory, preventing further offloads."	The RFC states its own scope limit verbatim: "The initial implementation adds back-pressure detection to secondary offloading tiers and a single response policy: drop store (write) requests to a tier that is under pressure. No load prioritization, tier rerouting, or load-vs-recompute decision is included in this phase." So load prioritization, tier rerouting, and any load-vs-recompute decision remain unsolved.	READ BODY
S5	OPEN-3	Unread tiered promotions are evicted by other speculative promotions (open PR, unfixed)	AlejandroParedesLT, vLLM PR #50014 (open, fixes #49902)	https://github.com/vllm-project/vllm/pull/50014	"TieringOffloadingManager promotes secondary-tier blocks to the primary CPU tier on every lookup() , including probes for waiting requests the scheduler ends up skipping that step (a request that defers is continue d past, not break ed on, so one schedule() pass can walk the whole waiting queue and issue a promotion per secondary-tier hit). Under many concurrent, disjoint-working-set requests, one promotion's landed-but-not-yet-GPU-read block could be evicted by another promotion before ever being consumed ... The evicted data gets re-promoted (and re-evicted) on a later step, burning secondary-tier I/O on data that never gets used."	The fix (track landed-but-unread promotions and protect them) is proposed but the PR is still open — the shipping tiering manager has no protection for in-flight promotions.	READ BODY
S5	OPEN-4	SGLang HiCache never consults L3 when a prefix survives only as backuped stubs after host-tier eviction	todayim, SGLang issue #38452	https://github.com/sgl-project/sglang/issues/38452	"With HiCache enabled (UnifiedRadixCache + a storage backend), when a prefix's KV is evicted from both device (L1) and host (L2) tiers but its storage backup has completed, the prefix's tree nodes survive as backuped-only stubs. On re-sending the same prefix: the prefetch path treats the stub span as 'already matched' and issues no storage query for it, and the load-back path rejects the span because stubs carry no host indices. The request therefore recomputes the full prefix even though the data is present in L3."	Stub-anchored L3 prefetch/load-back. The issue notes the read path itself works ("The same request does hit L3 after flush_cache or an engine restart"), so only the stub-anchored path is broken. Reproduction is single-GPU: "1x NVIDIA L40S, CUDA 13, Python 3.12" with the `file` backend (also reproduced with `mooncake`).	READ BODY
S5	OPEN-5	HiCache host→device load-back is submitted inline on the scheduler thread, so it does not overlap the forward	qidaye, SGLang issue #38470 (forwarded to #38472)	https://github.com/sgl-project/sglang/issues/38470	"HiCacheController.start_loading submits the whole host->device load-back burst inline on the scheduler thread: L2TransferEngine.submit_host_to_device loops over every layer and calls load_to_device_per_layer , recording one event per layer so the forward can wait layer by layer." and "Profiling a prefill-only H100 TP=8 deployment with hierarchical cache and io_backend=direct showed: per-layer load_to_device_per_layer submission (CPU) ~2.4 ms; start_loading per burst (78 layers x 2 pools) ~375 ms".	CPU-side submission cost of the H2D load-back is on the critical path; the proposed fix (run the enqueue on a loader thread) is not shipped. This is the concrete host-memory-bandwidth/pipeline-overlap bottleneck for HiCache.	READ BODY
S5	OPEN-6	HiCache backup thread dies on any storage-backend exception, leaking queued backups and host memory	qidaye, SGLang issue #38428 (forwarded to #38427)	https://github.com/sgl-project/sglang/issues/38428	"HiCacheController.backup_thread_func (and the HybridCacheController override) only catches queue.Empty" — i.e. any other exception from the storage backend terminates the backup thread and queued backups plus their host memory are never released.	Exception isolation and a recovery path in the HiCache backup loop; the L3 write-back path is not fault-tolerant.	READ BODY
S5	OPEN-7	RFC — out-of-process HiCache data plane with device-memory IPC	imReese, SGLang issue #37372	https://github.com/sgl-project/sglang/issues/37372	"I would like to discuss whether HiCache should support an out-of-process data-plane mode , where a local HiCacheDaemon runs separately from the scheduler process and accesses the scheduler's GPU KV pool through a device-memory IPC mechanism ( CUDA IPC on NVIDIA as the initial backend )." and "Today, HiCache transfer and lower-tier cache management are closely coupled to the scheduler process."	A process/ownership boundary for the HiCache data plane. The RFC is explicit that it is unresolved: "This RFC is primarily about the process and ownership boundary . It is not a claim that the proposed architecture is necessarily faster than the current in-process implementation."	READ BODY
S5	OPEN-8	RFC — KV cache CPU offloading is unsupported for vLLM-Omni pipelines	Vivo50E, vllm-project/vllm-omni issue #1150 (labels: enhancement, high priority)	https://github.com/vllm-project/vllm-omni/issues/1150	"Today, AR KV must remain fully on GPU, forcing operators to shrink max_model_len / max_num_seqs , scale up GPU capacity, or tolerate OOM-driven failures. Omni already offloads diffusion weights to CPU, but this mechanism does not apply to AR KV."	Per-stage composition of `OffloadingConnector` + `LMCacheConnectorV1` via `MultiConnector` inside Omni's scheduler and AR stage runner — proposed in the RFC, not shipped.	READ BODY
S5	OPEN-9	RFC — multi-tier KV offloading in vLLM (design of record; the "what we don't intend to support" boundary)	dannyharnik, vLLM RFC issue #38260 (the implementation landed via #40020 but the RFC itself is still open)	https://github.com/vllm-project/vllm/issues/38260	"To date, vLLM offers native KV offloading to CPU memory but does not support further offloading from CPU memory to other tiers such as storage. Implementations for storage offload should either work directly with storage or implement their own CPU offloading as an additional tier."	The RFC is open with "Feedback Period. No response" and "Any Other Things. No response" — several design points (cross-TP canonical form, secondary-tier eviction ownership, P2P orchestration) are stated as design intent rather than settled.	READ BODY
S5	OPEN-10	KV cache offload prefix reuse never hits when MTP/Eagle speculative decoding is on	drakosha, vLLM issue #46971 (continued as #46972)	https://github.com/vllm-project/vllm/issues/46971	"With MTP on, the offload connector stores KV to CPU fine, but reloading an evicted prefix almost never hits. Re-sending a long prompt that fell out of the GPU prefix cache recomputes the whole prefill instead of pulling it back from CPU. External prefix cache hit rate sits at 0%." Root cause stated verbatim: "So the excluded trailing block is jumped over and never stored on the next chunk. With an 8192-token chunk and 256-token offload blocks, that drops offload block 31, 63, 95, … — one per chunk."	Consistent Eagle-decremented index advancement across `_build_store_jobs` and `advance_stored_idx`; reported as still unfixed.	READ BODY
S5	OPEN-11	LMCache does not decouple KV cache management from the inference engine, and cannot host token-dropping research	the LMCache authors, in their own paper's deployment-lessons section	https://arxiv.org/html/2510.09665v1	"Many storage companies, such as company I, R, C, and W, have explicitly asked for decoupling the KV cache management and the core inference code, since they want to touch as minimum core inference logic as possible. Although LMCache does not solve this for now, the trend is clear: an LLM inference engine is pairing with a variety of external KV cache management services." Second limitation verbatim: "As a concrete example, a rich set of research literatures explore dropping tokens from KV cache for compressing it into smaller tensors. However, it is non-trivial to implement token dropping in LMCache , since LMCache assumes the number of tokens that is input to and output of LMCache should be the same. Furthermore, any intermediate states in the attention module are hidden from the LMCache 's side, so research works that need to access or modify the attention states are hard to be implemented with LMCache ."	(a) a clean engine/cache-engine separation interface; (b) any ability for the cache layer to change the token count or touch attention intermediates, which blocks token-dropping/compression research from being expressed in the cache layer.	READ BODY
S5	OPEN-12	HiCache runtime attach/detach of the L3 backend has no partial rollback across data-parallel ranks	SGLang, in the shipped runtime attach/detach document itself (documented TODO in code)	https://docs.sglang.io/docs/advanced_features/hicache_storage_runtime_attach_detach.md	"Currently there is **no automatic partial rollback** across DP ranks (see TODO in code). Operationally: * Prefer to keep backend config identical across ranks * If attach fails, immediately call detach (best-effort/idempotent), fix config, then retry attach"	An atomic, all-or-nothing attach/detach of the HiCache L3 storage backend when `dp_size > 1`; the doc states the failure mode verbatim: "The final `success` is **true only if all DP ranks return success** ... This is intended to prevent "silent partial success", but it also means you may see: * Overall **failure** even though **some ranks already succeeded**". The operation is also gated on strict idleness: "For safety and consistency, the current implementation **strictly requires** these operations to happen only when the service is **idle**".	READ BODY
S5	OPEN-13	HiCache prefill forward stalls behind the entire host→device load burst	qidaye, SGLang issue #38448 (forwarded to #38449)	https://github.com/sgl-project/sglang/issues/38448	"With --enable-hierarchical-cache , a prefill forward whose requests hit the host cache can stall for the whole duration of the HiCache load burst, even though the per-layer load waits ( layer_done_counter ) are correct and the layer-by-layer overlap works in the other rounds." and "Every H2D copy the scheduler issues after that record is queued behind the burst on the copy engine" and "The forward's first kernels depend on those tensors, so the whole forward on the compute stream waits until the copy engine has drained the entire burst, not just layer 0's load. Under TP the stalled rank then delays all its peers through the first all-reduce."	Correct scheduling of the H2D load burst against the forward stream, so that layer-wise overlap actually happens. The observed trace is reported verbatim as: "On an 8 x H100 TP=8 deployment with hierarchical cache and multi-GiB load bursts, an nsys trace of ~80 prefill rounds showed: before — rounds whose first attention kernel starts only after the last burst copy — 27 / 80". (Observation deployment is multi-GPU, but the mechanism is stream/queue ordering, not GPU count.)	READ BODY
S5	OPEN-14	The PCIe-bandwidth bottleneck model for KV offload ignores write-back cost and read-write contention, and MLA was not evaluated	the authors of "Understanding Bottlenecks for Efficiently Serving LLM Inference With KV Offloading" (arXiv 2601.19910), in their own Limitations section	https://arxiv.org/abs/2601.19910 (body: https://arxiv.org/html/2601.19910v1)	(Limitations, §9) "Our framework focuses on loading KV caches from CPU DRAM, ignoring the overhead of storing new prefixes back to DRAM. We assume write operations occur post-prefill and that bidirectional PCIe mitigates impact. However, larger T T values may introduce unmodeled overheads from read-write contention." Second gap verbatim: "We attempted to evaluate DeepSeek-V2 for MLA characterization but encountered implementation-specific overheads preventing accurate PCIe transfer isolation; we defer comprehensive MLA evaluation to future work."	(a) a model of the store/write-back path and bidirectional PCIe read-write contention; (b) any characterization of MLA models under KV offload. The paper's headline result is that the bottleneck is fundamental — verbatim from the abstract: "KV cache offloading enables long-context LLM inference by storing caches in CPU DRAM, but PCIe bandwidth limitations create severe bottlenecks. In this paper, we develops an analytical framework that derives κ_crit, the critical cached-to-prefill token ratio where execution becomes memory-bound and show typical workloads exceed this threshold by orders of magnitude."	READ BODY
S5	OPEN-15	Full-cache host-memory offload "quickly hits a ceiling" — transfer volume, not sparsity, becomes the decoding bottleneck	the KVDrive authors (arXiv 2605.18071), in their own problem statement	https://arxiv.org/abs/2605.18071	"Existing offloading systems store the full cache in host memory and selectively fetch critical entries during decoding, but this strategy quickly hits a ceiling: sparsity cannot be pushed further without degrading accuracy. As a result, when context length and batch size grow, the volume of KV transfers rises sharply and becomes the dominant source of decoding latency."	Any way to keep raising sparsity without accuracy loss; KVDrive's own answer is systems-level orchestration rather than more sparsity, which leaves the algorithmic ceiling itself unresolved.	READ BODY
S5	OPEN-16	The vLLM filesystem secondary tier has no configurable disk budget	akalin9507, vLLM PR #54327 (open, `needs-rebase`)	https://github.com/vllm-project/vllm/pull/54327	"The filesystem secondary KV tier currently grows without a configurable disk budget. This PR adds optional max_bytes capacity accounting and basic LRU eviction to the existing FS manager. For example, a full two-block cache evicts the least recently used eligible block before admitting a third block." The author also states verbatim that the scope had to be cut: "This is the first step of #54779 . The scope has been reduced to make the implementation easier to review and validate before expanding the design."	Any bounded-capacity / eviction control on the shipped FS offload tier (so an offload workload can fill local disk), and a decision on what happens to oversized or protected-capacity batches. Status signals on the page are only the mergify bot ("This pull request has merge conflicts that must be resolved before it can be merged. Please rebase the PR, @akalin9507 .") plus a `needs-rebase` label — the PR is not merged.	READ BODY
S6	OPEN-1	Is the cross-layer (block-major) KV cache layout safe to enable for the ROCm AITER MLA decode backends?	aarushjain29, vLLM issue #46411 (tracking issue explicitly opened as follow-up to PR #46401 / #45111)	https://github.com/vllm-project/vllm/issues/46411	"This issue tracks the actual follow-up work: verifying and (if safe) enabling the cross-layer KV cache layout for the **ROCm AITER MLA** backends so they can opt in like the other verified backends."	AITER's decode wrapper must be made stride-aware (`get_kv_cache_stride_order(include_num_layers_dimension=True)` returning `(1, 0, 2, 3)`), which the issue says "likely requires an AITER-side change in addition to vLLM wrapper changes"; the issue lists two concrete unsafe assumptions ("Flat index math in `_expand_page_indices_kernel` / `_build_decode`" and "`kv_buffer` flattening in `forward_mqa`"). Page badge shows label "Open".	READ BODY
S6	OPEN-2	Is MLA the *only* viable KV-reducing sparse path on SM120 (RTX PRO 6000 Blackwell)?	piweb-labs, vLLM RFC #43235	https://github.com/vllm-project/vllm/issues/43235	"After extensive production testing on SM120 (RTX PRO 6000 Blackwell, 8×96GB, PCIe Gen5), NSA (Native Sparse Attention) cannot be made to work reliably for production serving on NVIDIA consumer/workstation GPUs. This is not a bug — it is an architectural incompatibility." and "MLA avoids all of these problems: - MLA compresses KV cache structurally (low-rank projection), no per-step sparse indexing needed".	The RFC asserts MLA is the answer but is an unmerged discussion RFC with no engine change; it was stale-marked by the bot on 2026-08-19 ("This issue has been automatically marked as stale because it has not had any activity within 90 days."). Page badge shows label "Open". No maintainer decision is recorded on the retrieved page.	READ BODY
S6	OPEN-3	Why can a NoPE MLA model not be served at all on SM120 across every SGLang DSA backend?	fsadj, SGLang issue #39302	https://github.com/sgl-project/sglang/issues/39302	"On **SM120** (RTX PRO 6000 Blackwell, compute capability 12.0) this model cannot be served at all. Every `--dsa-prefill-backend` / `--dsa-decode-backend` choice fails, each for a distinct reason, and the one backend the code *forces* for GLM + fp8 KV + SM120 is the one whose FlashInfer kernel rejects NoPE. So with `--kv-cache-dtype fp8_e4m3` the model is unrunnable by construction".	shared-memory budget. The reporter measured `cudaDevAttrMaxSharedMemoryPerBlockOptin` = "101376 B (99 KB)" on this part versus "Hopper/B200 expose ~228 KB, which is the budget the kernels below are written against", so the tilelang sparse-MLA prefill kernel's 202 KB demand cannot be satisfied. Page badge shows label "Open". Reported 2026-09-13 with SGLang 0.5.19, RTX PRO 6000 Blackwell 96 GB — i.e. exactly the target configuration.	READ BODY
S6	OPEN-4	How should LoRA adapters targeting MLA's `kv_b_proj` be applied when decode absorbs the projection?	pstefa1707, vLLM issue #48974	https://github.com/vllm-project/vllm/issues/48974	"An adapter containing `kv_b_proj` LoRA tensors loads without error and is applied **nowhere**." and "**Decode (absorbed/MQA):** attention consumes `W_UK`/`W_UV`, split from the raw `kv_b_proj` weight at load time, via BMMs ... No LoRA indirection exists in this path."	a correct absorbed-path low-rank correction plus a correct prefill call site. The issue proposes "**Decode:** apply the low-rank correction in absorbed mode — the delta factors onto the query and output sides (`q' += (q @ B_K) @ A`, `out += (attn @ A^T) @ B_V^T`) ... **Prefill:** the wrapped module must actually be invoked, with correct punica routing." A maintainer (aoshen02) replied and pointed at a fix PR: "https://github.com/vllm-project/vllm/pull/49007 could you try using this?" — that PR page ("[Bugfix] Apply kv_b_proj LoRA across MLA paths") renders a "Closed" badge with no "Merged" badge on the retrieved page, so as of retrieval the fix is not in. State of #48974 itself was not unambiguously resolvable from the retrieved page payload (both `CLOSED` and `OPEN` tokens present); treated as unresolved rather than closed.	READ BODY
S6	OPEN-5	Can attention run directly on low-rank/Tucker factors without materializing the KV cache at decode?	the JoLT authors, in their own systems-direction statement	https://arxiv.org/abs/2607.12550	"Decode reconstructs the compressed cache from its Tucker factors at each step, an arithmetic cost that today's attention kernels are not built to absorb; a fused kernel that runs attention directly on the factors, without materializing the cache, is the natural route to decode parity and the main systems direction we leave open."	a fused decode kernel that consumes the factored representation in place of a materialized cache; the paper reports only a FastJoLT compression-time speedup and leaves decode parity unbuilt.	READ BODY
S6	OPEN-6	Does the absorbed (latent-gather) MLA form work at full model depth, and does it beat Megatron-Core head-to-head?	the LAGA authors, in their own limitations section	https://arxiv.org/abs/2607.17644	"Prototype scale. Comm/memory are measured on a single attention layer and throughput on a 4-layer stack at V3 head dimensions, not an end-to-end DeepSeek-V3-scale (61-layer) run. ... however, end-to-end wall-clock and MFU at full model depth (where attention's share of total compute is smaller) remain future work." and "No direct MCore comparison. ... a head-to-head against MCore on matched hardware is left to future work (MCore runs on CUDA, our prototype on NPU)."	full-depth end-to-end wall-clock/MFU, and a same-hardware comparison against Megatron-Core's explicit MLA path. Also open per the same section: "Fused up-projection kernel. Our fused attention replaces the score-matrix computation but not Laga's local per-head up-projection einsums ... Future work."	READ BODY
S6	OPEN-7	Why is cross-layer index/top-k reuse (`dsa_layer_skips_topk`) not wired to DeepSeek-V4 in SGLang?	SGLang issue #36083	https://github.com/sgl-project/sglang/issues/36083	"`dsa_layer_skips_topk` (`python/sglang/srt/configs/model_config.py:200`) implements cross-layer top-k reuse for the DSA family, but it is not wired to DeepSeek-V4: - the function asserts `is_deepseek_dsa(config)`, whose architecture allow-list (`model_config.py:106`) does not include `DeepseekV4ForCausalLM`; - all call sites are in `models/deepseek_v2.py` ...; `models/deepseek_v4.py` never calls it. So `index_topk_freq` / `index_skip_topk_offset` / `index_topk_pattern` are effectively no-ops for V4 today."	"A V4 branch in `dsa_layer_skips_topk` plus call sites in `deepseek_v4.py` would appear to be the whole change." The requester also reports a production delta (2,482 real requests, 8×Hopper TP8+EP): "cold prefill rate, >150K effective input | 6,356 tok/s | **8,074 tok/s (+27%)**" and "median TTFT, >150K effective input | 41.1 s | **26.1 s (−36%)**". Page badge shows label "Open".	READ BODY
S6	OPEN-8	Should SpectralQuant-style spectral low-rank key correction be added as a vLLM KV compression backend?	vLLM issue #43475	https://github.com/vllm-project/vllm/issues/43475	"I am currently **reproducing the results on an RTX 4090** before proposing any implementation. I want to verify the core cosine similarity improvement holds on consumer hardware before going further." The issue self-describes as "**SpectralQuant** is a KV cache compression method that improves on TurboQuant (merged in #38479)".	independent reproduction, an arXiv link ("arXiv pending"), and an implementation design ("Draft implementation design (calibration storage, Triton kernel approach)"). Page badge shows label "Open".	READ BODY
S6	OPEN-9	Can a smaller unconstrained set of KV pairs be *learned* (rather than selected or merged) to preserve attention behaviour?	the KVSculpt authors, positioning against both eviction and merging	https://arxiv.org/abs/2603.27819	"Along the sequence-length dimension, existing methods range from pure eviction -- selecting which KV pairs to keep -- to merging, which combines similar pairs into fewer ones. Both remain anchored to the original cache entries. We propose KVSculpt, which moves to the other end of this spectrum: instead of selecting or combining original pairs, we optimize a smaller set of unconstrained KV pairs in continuous embedding space to preserve each layer's attention behavior."	The reported evaluation is small-scale and the method is optimisation-at-compression-time, not an inference-time primitive: results are "On Qwen2.5-1.5B-Instruct with 2048-token contexts ... across compression ratios r in {0.3, 0.5, 0.7}". No engine integration is claimed on the retrieved page.	READ BODY ---
S7	OPEN-1	A stable Store representation for KV that is independent of an endpoint's local TP layout (hybrid Attention + Mamba/GDN)	z-zanez (vLLM), tracking issue, opened 2026-09-06	https://github.com/vllm-project/vllm/issues/55598	"The long-term goal is a stable Store representation that is independent of an endpoint's local TP layout. Compatible Prefill and Decode instances should be able to load and extend the same prefix through one Store pool, including Decode writeback and deployments with more than one Prefill TP size. This issue tracks heterogeneous-TP sharing in MooncakeStoreConnector , from Full Attention to hybrid Attention + Mamba/GDN caches."	The issue's own "Planned follow-ups" section says: "Land and stabilize hybrid Attention + Mamba/GDN Store sharing in [KV Connector] Support heterogeneous TP sharing for hybrid KV cache in Mooncake Store #54307 . Design a finer canonical Store-shard representation for useful non-divisible TP combinations where Store TP % local TP != 0 ." Non-divisible TP combinations currently "fall back to the existing rank-local namespace instead of sharing Store objects."	READ BODY
S7	OPEN-2	Race-free KV-event endpoint discovery across data-parallel ranks	touch869 (vLLM), feature request, opened 2026-09-07	https://github.com/vllm-project/vllm/issues/55679	"Today a consumer of KV events across data-parallel ranks has no race-free way to know where each rank's publisher landed" and "There is no Python/HTTP query surface." The issue proposes "a read-only GET /kv_event_sources route (mounted unconditionally, like the lora/tokenize routers — not behind VLLM_SERVER_DEV_MODE ) plus an AsyncLLM.get_kv_event_sources() method".	bind-time ephemeral port allocation (`tcp://*:0` currently "degenerates to literal ports 0,1,2,... — rank ≥ 1 binds privileged/invalid ports"), endpoint readback via `zmq.LAST_ENDPOINT`, and the discovery API. The issue states the workaround in place today: "ZmqEventPublisher._socket_setup() binds the socket but never reads back the assigned port ( zmq.LAST_ENDPOINT ), so with :0 the OS-assigned port is silently discarded".	READ BODY
S7	OPEN-3	RDMA-capable NIXL OBJ backend for the KV offload secondary tier	tverma-ps (vLLM), feature request, opened 2026-09-08, label `kv-connector`	https://github.com/vllm-project/vllm/issues/55855	"I would like vLLM to extend this existing OBJ tier so it can use accelerated NIXL OBJ backends that support CPU DRAM registration and RDMA-capable object transfers."	The accelerated-backend config keys (`accelerated`, `use_virtual_addressing`, `req_checksum`, `resp_checksum`, `backend_params`, `max_dram_registration_bytes`) are proposed but not in the documented schema; the currently documented OBJ fields are only `bucket`, `endpoint_override`, `scheme`, credentials, `region`, `ca_bundle`.	READ BODY
S7	OPEN-4	A P/D KV transfer contract across differing parallel layouts (cp interleave size)	vLLM contributor (RFC), opened 2026-09-09	https://github.com/vllm-project/vllm/issues/56123	Title as retrieved: "[RFC]: P/D transfer contract across different parallel layouts with cp interleave size". (RFC body not retrieved — see Evidence.)	A defined contract for KV transfer between prefill and decode instances whose context-parallel interleave sizes differ; no merged implementation exists. Related open sibling in the same repo: https://github.com/vllm-project/vllm/issues/55584 "[RFC]: R3 support for prefill/decode disaggregation".	TITLE ONLY (title and URL retrieved from GitHub search results and the issue list; body not read)
S7	OPEN-5	Auto-calibrating the router's KV block size from KV events	victor-goubet-h (NVIDIA Dynamo), opened 2026-08-27, assignee tmonty12, labels include `router` ("Relates to routing, KV-aware routing, etc.")	https://github.com/ai-dynamo/dynamo/issues/13904	"Let the standalone epp learn the kv event block size by itself instead of requiring the exact value in DYN_KV_CACHE_BLOCK_SIZE . The BlockStored events already carry the block size so the epp could simply adopt the main-attention block size from the first event it receives, and keep the env var as an explicit override." and the concrete failure: "When the configured value doesn't match, the router drops every single event: WARN zmq_wire::convert: Block not published. Block size must be 16 tokens to be published. Block size is: 2096 and kv-aware routing silently degrades to load-only."	The standalone epp "has no engine handle", so the block size can only come from "static per model values read from the engine boot logs", which the reporter calls "fragile: the value shifts with vllm versions, attention backend and cache dtype changes, and nothing tells you when it becomes wrong". vLLM re-aligns block size at boot, quoted: "Setting attention block size to 2096 tokens to ensure that attention page size is >= mamba page size."	READ BODY
S7	OPEN-6	Honoring KV-event storage tiers in the SGLang router's cache-aware tree	Kangyan-Zhou (SGLang collaborator), open PR series 1/4–4/4, opened 2026-09-11	https://github.com/sgl-project/sglang/pull/39108	"An engine running a hierarchical cache publishes tier-tagged KV events: a CPU_PINNED BlockStored when a block's host backup lands, a GPU BlockRemoved when its device copy is demoted, a CPU_PINNED BlockRemoved when the host copy goes. The router's in-process radix tree applies every BlockRemoved as a full removal: For every node carrying any hash in block_hashes , drop worker from that [node]". The PR page shows "Open 1 / 4".	The router treats a device-tier removal and a host-tier removal identically, so tier information published by HiCache is discarded. Companions in the same series, all retrieved as open: https://github.com/sgl-project/sglang/pull/39109 (2/4, `/metrics` exposure), https://github.com/sgl-project/sglang/pull/39110 (3/4, real-GPU e2e coverage), https://github.com/sgl-project/sglang/pull/39111 (4/4, Grafana row). Related open router PRs: https://github.com/sgl-project/sglang/pull/39167 "[Router] Shard the cache-aware KV tree by chain root" and https://github.com/sgl-project/sglang/pull/39168 "[Router] Add --worker-queue-limit: stop sending cache-affinity traffic to a queueing worker".	READ BODY
S7	OPEN-7	NIXL transfer descriptor explosion on MNNVL-class hardware	vLLM performance report, opened 2026-09-05	https://github.com/vllm-project/vllm/issues/55434	Title as retrieved: "[Performance]: GLM-5.3 P/D on GB200 — NIXL issues up to ~112k KV descriptors per rank-transfer, making MNNVL/cuda_ipc slower than RDMA on this workload".	A descriptor-batching or coalescing scheme so that many-request P/D transfers do not degrade below RDMA. The relevant in-tree acknowledgement of the same class of gap is a code comment retrieved from `vllm/distributed/kv_transfer/kv_connector/v1/nixl/base_worker.py` in the extracted tree: "# TODO (NickLucche) D2H<>H2D ops could benefit from coalescing io across groups".	TITLE ONLY for the issue body (title + URL from GitHub search results); the TODO quote is READ BODY from the local source file.
S8	OPEN-1	How should a single long MLA prefill that carries existing context be scheduled chunk-by-chunk?	LucasWilkinson (vLLM contributor), RFC #50497 "[RFC]: Per-request scheduling for MLA chunked context (prefill)"	https://github.com/vllm-project/vllm/issues/50497	"MLA prefill with existing context gathers paged latent KV into a fixed workspace, up-projects it, attends, and merges the partial into the running output. The schedule is **batch-column shaped** — the workspace is divided evenly across all prefills, and every iteration processes the same context window of **every** prefill (`build_mla_chunked_context_metadata()`, `vllm/model_executor/layers/attention/[mla_attention.py](...))"	the RFC was closed as **completed** (`stateReason: COMPLETED`, created 2026-07-31T00:49:21Z) but the unanswered core is the *scheduling policy* — whether the workspace should be divided per-request rather than per-batch-column, and what the fairness/TTFT contract is when one request has a 1M-token context and others have short ones. No landed flag or default encodes a per-request MLA chunked-context schedule.	READ BODY
S8	OPEN-2	Can the DSA indexer and sparse MLA use *different* context-parallel groups?	vLLM contributor, RFC #53684 "[RFC]: Allow the DSA Indexer to Use Context Parallelism Independently"	https://github.com/vllm-project/vllm/issues/53684	"vLLM currently derives both stages' parallel rank, group, and world size from the same Decode Context Parallelism (DCP) configuration. Enabling DCP for the Indexer therefore also enables it for Sparse MLA. The two stages do not benefit equally from this coupling." and "The Indexer obtains substantially higher CP2 speedup than Sparse MLA across most long-context Q>1 shapes, while both stages regress at Q=1 because communication and launch overheads dominate."	entire architectural capability. The RFC says so itself: "This RFC requests architectural feedback on allowing the DSA Indexer and Sparse MLA to use different parallel contexts. It does not propose a complete scheduling policy or optimized cross-rank communication system." State at retrieval: OPEN, created 2026-08-25T06:11:50Z.	READ BODY
S8	OPEN-3	What owns KV memory for a request whose context never ends (streaming video, 1M-token sessions)?	vLLM contributor, RFC #51948 "[RFC]: Bounded-memory video sessions — KV retention for long-running streaming-input requests"	https://github.com/vllm-project/vllm/issues/51948	"Sessions exist; memory management for sessions does not." and, quoting vLLM's own streaming-input blog post back at the project: "additional care must be taken to avoid holding sessions open as they will be blocking the corresponding memory from being used by other requests… Currently, vLLM will not preempt "idle" streaming input sessions - this behaviour will be improved in a future update." and "One long-lived request that never ends. Two resources then grow without bound: GPU memory, since everything the model has seen stays resident for the life of the request (video is token-hungry - an hour at 2 fps is on the order of a million tokens of context); and sequence length, since the stream crosses the model's trained horizon within minutes to hours and output quality degrades past it."	a KV retention/eviction policy for live sessions with unbounded context, and preemption of idle sessions. Streaming input exists (the cost-per-chunk problem is solved); bounded memory for it does not. State at retrieval: OPEN.	READ BODY
S8	OPEN-4	Can sparse-attention self-speculative decoding (StreamingLLM drafter) be upstreamed into vLLM?	an author of the Vegas paper (vLLM RFC #47351), who has a runnable implementation and asks to upstream it in two PRs	https://github.com/vllm-project/vllm/issues/47351	"vLLM's spec-decode framework currently covers ngram, Eagle, Medusa, and MTP. These proposers either require a draft model or rely on n-gram matching. None supports a same-model, sparse-KV draft. This RFC adds one." and "While developing Vegas, I implemented self-speculative decoding with sparse attention in vLLM, with two sparse attention algorithms for drafting: StreamingLLM (sliding window with attention sink) [3] and Vegas. Measured as accumulated decoding throughput on one H100 with Qwen3-8B, replaying AIME 2025 [4] prompts 32 times: vanilla vLLM reaches ~1,000 tokens/s; the StreamingLLM drafter ( num_speculative_tokens=4 ) reaches ~1,600 tokens/s; Vegas ( num_speculative_tokens=6 ) reaches ~1,850 tokens/s."	the upstream `method="sparse_attn"` proposer + `SparseAttnProposer` + `sparse_attn_algorithm` knob. State at retrieval: OPEN, created 2026-07-01T22:41:22Z. The referenced paper (arXiv:2602.07223 Vegas) is itself published, so the research half is closed and the engine-integration half is open.	READ BODY
