seg	id	title	who	url	closure	quote	date	evidence
S5	ABANDONED-17	KV offloading degrades accuracy on context-intensive tasks	Yandex authors, "KV Cache Offloading for Context-Intensive Tasks" (arXiv 2604.08426)	https://arxiv.org/abs/2604.08426	negative empirical result in a published paper — offloading caused "significant performance degradation"; the authors nonetheless argue the technique is salvageable	"We evaluate modern KV offloading on Text2JSON and other context-intensive tasks and find significant performance degradation on both Llama 3 and Qwen 3 models. Our analysis identifies two key reasons for poor accuracy: low-rank projection of keys and unreliable landmarks." Second bounded result verbatim: "Our observations suggest that some model-benchmark pairs require very large budgets (over 10%) to achieve near-lossless accuracy." The authors do NOT declare the technique dead — verbatim: "These are not conceptual problems with the offloading itself, but technical limitations that can be circumvented with better compression and key selection. Our 'view from trenches' shows that KV offloading is still a good candidate for production use across both easy and context-intensive tasks."	submitted 2026-04-09 (v5 2026-09-01)	READ BODY (abstract verified by me at https://arxiv.org/abs/2604.08426 — title "KV Cache Offloading for Context-Intensive Tasks" and the quoted abstract sentences match character-for-character; the §5 budget sentence came from delegated body retrieval)
S5	ABANDONED-18	KV offload to host DRAM is memory-bound by construction on typical workloads	authors of "Understanding Bottlenecks for Efficiently Serving LLM Inference With KV Offloading" (arXiv 2601.19910)	https://arxiv.org/abs/2601.19910	negative analytic + empirical result in a published paper — the paper's central finding is that typical workloads sit far past the memory-bound threshold	"KV cache offloading enables long-context LLM inference by storing caches in CPU DRAM, but PCIe bandwidth limitations create severe bottlenecks. In this paper, we develops an analytical framework that derives κ_crit, the critical cached-to-prefill token ratio where execution becomes memory-bound and show typical workloads exceed this threshold by orders of magnitude. Empirical characterization reveals 99% of latency spent on transfers and serving offloaded requests results in GPU's consuming only 28% of their rated TDP, motivating our proposed optimizations for hardware interconnects, model architectures, and scheduling algorithms." Supporting figure verbatim (body §2.3, delegated retrieval): "HBM, tightly integrated on a silicon interposer, delivers TB/s, while CPU-GPU PCIe 5.0 provides only 64 GB/s—2% of HBM's bandwidth. Transferring a 50 GB KV cache takes 15 ms from HBM but 800 ms from CPU DRAM."	submitted 2025-12-16	READ BODY (abstract verified by me at https://arxiv.org/abs/2601.19910; the §2.3 body quote came from delegated body retrieval)
S5	ABANDONED-19	HERALD's own measurement — host-memory KV fetch overtakes the forward pass at 8K context	HERALD authors (arXiv 2606.21633), §2.3	https://arxiv.org/abs/2606.21633	the paper's own negative characterization of the PCIe tier, which is why it abandons per-step full-cache fetching	"However, the PCIe interconnect between host and device provides roughly two orders of magnitude lower bandwidth than HBM in GPUs, making the transfer cost a critical bottleneck. As illustrated in Figure 3 (b), at a batch size of B = 64, the per-step latency of fetching the full KV cache already surpasses the model forward latency starting from 8K context, where it is 3.12x slower. This gap widens drastically as the sequence extends, reaching 7.61x at 32K context. Even with a hypothetically perfect overlap of communication and computation, the per-step latency would still be limited by max(forward, fetch)."	submitted 2026-06-19 (v2 2026-08-03)	READ BODY (abstract verified by me at https://arxiv.org/abs/2606.21633; the §2.3 body quote came from delegated body retrieval — I did not re-fetch the HTML body myself)
S5	ABANDONED-20	Performing attention on the CPU in KV-offload systems is argued to be the wrong side of the roofline	KVDrive authors (arXiv 2605.18071), §6.3	https://arxiv.org/abs/2605.18071	published rebuttal of a design family ("Prior works advocate performing attention on the CPU in KV cache offloading systems") — the paper argues that regime is bandwidth-roof-bound	"Prior works advocate performing attention on the CPU in KV cache offloading systems, arguing that CPU–GPU transfer overhead dominates GPU execution. We instead analyze why GPU-based attention is preferable in our system, using the roofline model. ... When the operational intensity falls below the threshold P, transferring data to the GPU yields no benefit, as performance is bounded by the CPU–GPU bandwidth roof. This is the regime assumed in prior studies."	submitted 2026-05-18	READ BODY (abstract verified by me at https://arxiv.org/abs/2605.18071; the §6.3 body quote came from delegated body retrieval — I did not re-fetch the HTML body myself)
S5	ABANDONED-21	Custom evictor implementations for the filesystem offload tier were rejected as codebase pollution	varun-sundar-rabindranath (author, self-closed), vLLM PR #43725 "[FileSystemTierManager] Toy Evictors for FS Offloading"	https://github.com/vllm-project/vllm/pull/43725	PR closed unmerged (1 commit, never merged); self-closed by the author 2026-06-24	"Decided we dont want to pollute the main codebase." (sic — copied character-for-character, including the missing apostrophe)	the close event reads "varun-sundar-rabindranath closed this Jun 24, 2026"	READ BODY
S6	ABANDONED-1	Dynamic Memory Compression (DMC) as a vLLM feature — requested, pushed back on by a maintainer, then stale-closed	tchaton (requester) / vLLM project; pushback from condy0919 (vLLM maintainer)	https://github.com/vllm-project/vllm/issues/3549	**closed as not planned (GitHub `state_reason=not_planned`); the visible close action was performed by the automation bot, not by a human.** A human maintainer objection precedes it.	"According to the paper,\n\n> In our experiments, we equip pre-existing LLMs—such as Llama 2 (Touvron et al., 2023) 7B, 13B, and 70B—with DMC by retrofitting them on a negligible percentage of the original pre-training data (~2% for 2× compression, and ~8% for 8× compression) and without adding any extra parameters to the original LLM.\n\nThe required data is large IMHO." — then the bot: "This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!"	created 2024-03-21; maintainer comment 2024-09-02; stale-marked 2024-12-02; bot-closed 2025-01-02.	READ BODY
S6	ABANDONED-2	Duplicate DMC request in vLLM — stale-closed with bot text only	tchaton (requester) / vLLM project	https://github.com/vllm-project/vllm/issues/4728	**closed as not planned (`state_reason=not_planned`); closure text is the automation bot's only — there is NO maintainer reason on this page.** Do not read this as a maintainer decision.	"This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should remain open. Thank you!" and then "This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!"	created 2024-05-10; stale-marked 2024-10-27; bot-closed 2024-11-27.	READ BODY
S6	ABANDONED-3	MLA's absorbed form for *training* — hard-banned by Megatron-Core, and measured to be a memory loss	Megatron-Core (NVIDIA) as the abandoner; the LAGA authors as the measurers	https://arxiv.org/abs/2607.17644	"by design" — a hard assertion in shipped library code disables the technique, with no documented reason; the paper explains the ban is well-founded.	"Open Megatron-Core's MLA implementation NVIDIA (2025) and the forward begins with an assertion that bans its own low-communication path from training: assert not (self.training and self.cache_mla_latents). The absorb reformulation — folding kv_b_proj into the query so attention runs against the compressed latent and only the small latent crosses the collective — is fully implemented in the class, but gated to is_decode_only() inference and hard-asserted out of training. The library ships no low-communication MLA training path". Additional verbatim: "MCore's designers deliberately restrict the absorb trick to inference: the class's prepare_for_absorption even concedes that it is \"not doing true absorption. We will add this support at a later time.\" One contribution of this paper (§3.2/4.3) is to explain why that restriction is well-founded — the absorbed form, ported to training, regresses activation memory by 20–34% (up to 9.2 GB at V3 scale)". Also verbatim from the paper's own limitations: "Why this is both comm-cheap and memory-neutral. ... Measured: Laga peak memory matches B1 within ≤0.5% (<27 MB) while B2 balloons by up to 9.2 GB (Table 2)."	submitted 20 Jul 2026 (v1).	READ BODY
S6	ABANDONED-4	SVD/low-rank compression of attention projections — found to *accelerate* rank collapse on pretrained models (negative result)	the "Phase Reversal" survey/experiment authors	https://arxiv.org/abs/2609.06341	paper reporting an explicitly negative original finding that undercuts the standard motivation for SVD-based KV/attention projection compression.	"we report an original finding that using SVD compression of attention projections actually has the opposite effect on the rank collapse of the network: while it strongly suppresses it at initialization, it accelerates on pretrained models (for GPT-2 124M, GPT-2 Medium 355M, and Pythia-160M) with minimal risk of object aliasing artifacts appearing (verified on all compression ratios) and is consistent across four rank estimation methods." The paper also states the problem framing verbatim: "Section VI identifies an open question the reviewed literature does not address: whether the compression methods of Sections III-B through III-D compound with, or counteract, the network's natural tendency toward rank collapse. ... The two regimes produce opposite answers."	submitted 6 Sep 2026 (v1).	READ BODY
S6	ABANDONED-5	Pure low-rank (Tucker/SVD) KV backbones — insufficient on the value spectrum; degrade sharply past ~4x	the JoLT authors, reporting their own ablation against the pure-low-rank alternative	https://arxiv.org/abs/2607.12550	paper finding that the low-rank-only variant of the technique does NOT pay off (requires a quantized residual to become near-lossless), and that downstream quality collapses past a threshold.	"A pure low-rank backbone cannot reach near-lossless fidelity on its own, because truncation discards real energy, and on the flat value spectrum that energy is large. The residual recovers it." Additional verbatim: "Mistral degrades gracefully, losing roughly 4% perplexity per integer ratio step from 4× on, whereas LLaMA degrades sharply between 4× and 5×. We return to this split repeatedly, because it is the main caveat on an otherwise architecture-agnostic result." and "LLaMA GSM8K falls to 18.5%, 6.0%, and 1.5% at 4×, 6×, and 8× (Appendix F), the downstream face of its perplexity degradation". Also verbatim on the competing family: "A two-dimensional factorization must commit to one axis of redundancy and ignore the others, and a fixed-bit-width quantizer cannot reach the modest, intermediate compression ratios where quality is still free, because its smallest setting already overshoots them."	submitted 14 Jul 2026 (v1), revised 23 Aug 2026 (v2).	READ BODY
S6	ABANDONED-6	Low-rank KV compression on the target model class — keys compress, values do not; Qwen3-4B is the sensitive case	the KV-CoRE authors (benchmark paper, 5 domains / 16 languages)	https://arxiv.org/abs/2602.05929	benchmark finding that limits low-rank KV compression and specifically flags the target researcher's model as the fragile one.	"Keys are consistently more compressible than values." and "We evaluate the performance degradation of compressed models using both perplexity (PPL) and GPT-score. Figure 3 presents PPL heatmaps of Qwen3-4B and LLaMA-2-7B on the Alpaca dataset across a grid of KV-cache compression ratios ... We can see that LLaMA-2-7B remains relatively stable, showing only modest PPL increases even under aggressive compression, whereas Qwen3-4B is more sensitive, exhibiting substantial degradation." Also verbatim on why uniform compression fails: "This heterogeneity indicates that future KV-cache compression should be layer-aware: applying a uniform compression ratio risks overly degrading high-rank layers while missing opportunities for more aggressive reduction in lower-rank ones."	submitted 5 Feb 2026 (v1), revised 7 Feb 2026 (v2).	READ BODY
S6	ABANDONED-7	Post-training SVD of projection weights for KV savings — achievable compression is bounded and Q/K joint compression is catastrophic	the "Thin Keys, Full Values" authors	https://arxiv.org/abs/2603.04427	paper concluding the retraining-free variant of the technique does NOT pay off beyond moderate ratios, and that the obvious stronger form destroys the model.	"Table 5 reveals a striking asymmetry. Compressing both W_Q and W_K is catastrophic—at rank 192, errors in Q and K compound through the softmax, producing a cross-term Δ_Q Δ_K^⊤ that destroys attention patterns. However, compressing K alone is far more forgiving: rank 384 (d_model/2) incurs only 2.0% degradation." and "Post-training SVD of W_K alone provides a viable, retraining-free path to moderate KV cache savings. However, the achievable compression is limited: K-only SVD at d_model/4 (rank 192) degrades by 26%, whereas training from scratch with d_select=d_model/4 costs only 4.3% on WikiText-103."	v1 submitted 16 Feb 2026; announced March 2026; revised 28 March 2026.	READ BODY
S6	ABANDONED-8	MLA's shipped "MQA-absorb-only" decoding design — does not pay off off-H100 (hardware coupling)	the GQLA authors, analysing the deployed MLA design	https://arxiv.org/abs/2605.15250	paper concluding that the *shipped* MLA decode path is a regression relative to its own goals on non-H100 hardware; proposes replacing it.	"We identify three coupled hardware drawbacks of MLA's MQA-absorb-only design: hardware coupling to H100, loss of head-axis tensor parallelism, and zero MTP gain on commodity inference GPUs." and "On the NVIDIA H100, whose BF16 roofline (Williams et al., 2009) ridges around 295 FLOPs/byte, the absorbed MQA path with the canonical configuration ... and single-token decoding lands its arithmetic intensity at ≈242 FLOPs/byte, just below the ridge. This perfect H100 fit, however, is the only operating point MLA exposes."	v1 submitted 14 May 2026; revised 21 July 2026.	READ BODY
S6	ABANDONED-9	LoRA adapters on MLA `kv_b_proj` — silently broken, stale-closed undiagnosed, re-filed ~15 months later	chenchen0611 (reporter) / vLLM project	https://github.com/vllm-project/vllm/issues/17155	**stale-closed by automation bot only — there is NO maintainer reason on this page.** The later issue #48974 explicitly characterises it as unresolved.	"This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should remain open. Thank you!" and then "This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!" The later diagnosis (#48974) states verbatim: "closest is #17155 (stale-closed, undiagnosed — consistent with this root cause)."	created 2025-04-25; stale-marked 2025-07-25; bot-closed 2025-08-24.	READ BODY
S6	ABANDONED-10	Attention sink support in MLA — requested, never implemented, stale-closed	lhtin (reporter) / vLLM project	https://github.com/vllm-project/vllm/issues/42319	**closed as not planned (`state_reason=not_planned`); the only closure text is the automation bot's — NO human maintainer reason appears on the retrieved page.**	"This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should remain open. Thank you!" — the request body itself is verbatim: "Like normal attention, hope support sink in MLA attention." The actual close comment on the page reads: "This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!"	created 2026-05-11; stale-marked 2026-08-10; bot-closed 2026-09-10.	READ BODY
S6	ABANDONED-11	NSA + MTP on SM120 — closed without resolution	reported by piweb-labs in vLLM RFC #43235 (the abandoned artifacts are #41402 and #41404, which were not retrieved directly — the quote below is the third-party statement on the page that WAS retrieved)	https://github.com/vllm-project/vllm/issues/43235	"**closed without resolution**" per the retrieved RFC text; the underlying issues themselves were NOT retrieved, so no verbatim quote from their own pages is available.	"MTP + TP>1 + concurrent>1 produces deadlocks (see #41402, #41404 — both closed without resolution)." — this is a verbatim third-party statement copied from the retrieved RFC page #43235, NOT a quote from #41402/#41404 themselves (those two pages were not retrieved). Related verbatim, also from the retrieved #43235 page: "FP8 KV Cache is slower than BF16 on SM120 because there are no native FP8 block-scaled compute units. NVFP4 KV Cache PRs (#21601 in SGLang) remain unmerged with critical bugs." Separately retrieved and quoted here because it documents the same failure class: "This also cost us a misdiagnosis. On an earlier date the same configuration made a production replica appear to hang: 64 requests with no progress for seven minutes, one rank at 100 % GPU and three at 0 %." (source: https://github.com/vllm-project/vllm/issues/55687).	created 2026-05-20; stale-marked 2026-08-19.	READ BODY (for #43235 and #55687); #41402/#41404 TITLE ONLY via the RFC's own text.
S6	ABANDONED-12	FA4 MLA decode backend — requested, never landed, stale-closed	LucasWilkinson (reporter) / vLLM project	https://github.com/vllm-project/vllm/issues/35919	**closed as not planned (`state_reason=not_planned`); closure text is automation-bot only — NO maintainer reason on the retrieved page.** A community volunteer offered to do the work and got no maintainer response before the bot closed it.	"This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should still be open. Thank you!" and "This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!" The unanswered offer, verbatim: "Hi @LucasWilkinson , I see the sm100_mla kernels are already in csrc/attention/mla. Is the goal of this issue to hook these new kernels into the v1 backend logic? I have access to a B200 environment and would like to help with the integration and benchmarking."	created 2026-03-03; volunteer comment 2026-05-04; stale-marked 2026-08-05; bot-closed 2026-09-06.	READ BODY ---
S7	ABANDONED-1	Cache-affinity-aware request ordering in the vLLM V1 scheduler	kliukovkin (vLLM RFC), opened 2026-05-09, closed 2026-08-18	https://github.com/vllm-project/vllm/issues/42185	closed as not planned — **by the STALE BOT, not a maintainer**. The page carries the label "stale Over 90 days of inactivity" and the closure notice is from `github-actions[bot]`. No human maintainer reason is present on the retrieved page. Do not read this as a maintainer decision.	"This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should remain open. Thank you!"	created 2026-05-09; closed 2026-08-18	READ BODY - Additional context retrieved verbatim from the RFC body (the thing that was abandoned): "A CacheAffinityScheduler plugin loadable via --scheduler-cls that reorders the V1 waiting queue by cached-prefix length before each scheduling iteration. In-engine equivalent of sglang's RadixAttention scheduling, on top of vLLM's existing block-hash prefix cache." The RFC also records that the same request was explicitly deferred by the author in "Roadmap (out of scope for v1)": "Cross-instance cache-aware routing hooks — exposure of cache score for use by external routers (production-stack, llm-d)."
S7	ABANDONED-2	CacheBlend non-prefix KV reuse under sustained novel RAG (measured decay to ~1×)	shawnguyen-tensormesh (LMCache), opened 2026-08-20, closed 2026-08-21	https://github.com/LMCache/LMCache/issues/4663	closed as not planned (`stateReason: NOT_PLANNED` on the retrieved page). No comment text and no stale-bot text appear on the retrieved page; the closure actor is not identifiable from the retrieved page.	"Closed as not planned"	opened Aug 20, 2026; closed Aug 21, 2026	READ BODY
S7	ABANDONED-3	Unbounded CacheBlend L2 store (no size cap, no eviction in the fs_native/GDS backend)	shawnguyen-tensormesh (LMCache), opened 2026-08-20, closed 2026-08-21	https://github.com/LMCache/LMCache/issues/4664	closed as not planned (`stateReason: NOT_PLANNED`). No comment text and no stale-bot text on the retrieved page.	"Closed as not planned"	opened Aug 20, 2026; closed Aug 21, 2026	READ BODY
S7	ABANDONED-4	Disabling the CacheBlend store in MP mode (kv_role=kv_consumer / skip_save)	shawnguyen-tensormesh (LMCache), opened 2026-08-20, closed 2026-08-21	https://github.com/LMCache/LMCache/issues/4665	closed as not planned (`stateReason: NOT_PLANNED`). No comment text and no stale-bot text on the retrieved page.	"Closed as not planned"	opened Aug 20, 2026; closed Aug 21, 2026	READ BODY
S7	ABANDONED-5	Ungated/lossy re-RoPE approximation in cross-position KV reuse	shawnguyen-tensormesh (LMCache), opened 2026-08-20, closed 2026-08-21	https://github.com/LMCache/LMCache/issues/4666	closed as not planned (`stateReason: NOT_PLANNED`). No comment text and no stale-bot text on the retrieved page.	"Closed as not planned"	opened Aug 20, 2026; closed Aug 21, 2026	READ BODY
S7	ABANDONED-6	Inter-document padding for non-prefix KV reuse (~11% measured seam loss)	shawnguyen-tensormesh (LMCache), opened 2026-08-20, closed 2026-08-21	https://github.com/LMCache/LMCache/issues/4667	closed as not planned (`stateReason: NOT_PLANNED`). No comment text and no stale-bot text on the retrieved page.	"Closed as not planned"	opened Aug 20, 2026; closed Aug 21, 2026	READ BODY
S7	ABANDONED-7	Cross-pod (cross-replica) sibling KV reuse — works but is transient	shawnguyen-tensormesh (LMCache), opened 2026-08-20, closed 2026-08-21	https://github.com/LMCache/LMCache/issues/4668	closed as not planned (`stateReason: NOT_PLANNED`). No comment text and no stale-bot text on the retrieved page. This is the single most on-topic ABANDONED item for S7: it is a direct measurement of cross-replica KV reuse.	"Closed as not planned"	opened Aug 20, 2026; closed Aug 21, 2026	READ BODY
S7	ABANDONED-8	Progressive decode-affinity yield under KV pressure (Dynamo router)	anish-shanbhag (NVIDIA Dynamo), PR #14443, opened 2026-09-08, closed 2026-09-08; maintainer comment from ishandhanani	https://github.com/ai-dynamo/dynamo/pull/14443	PR closed unmerged, closed by the author (page shows "Closed", not "Merged"; "anish-shanbhag closed this Sep 8, 2026"). Human reason, not a bot.	Maintainer (ishandhanani): "We added a concept of hard/soft affinity in #13907 . Please leverage this and see if you can implement this PR as a custom policy" — Author (anish-shanbhag): "Thanks for flagging @ishandhanani , after some testing it looks like the same perf improvement can be achieved just by using soft affinity which is already supported, so am closing this PR"	opened Sep 8, 2026; closed Sep 8, 2026	READ BODY
S7	ABANDONED-9	KV reuse across LoRA adapters — deliberately excluded by the block-hash key	vLLM project (by design, enforced in code; reinforced by security PR #54342)	https://github.com/vllm-project/vllm/blob/main/vllm/v1/core/kv_cache_utils.py	not a closure — "by design". vLLM folds the LoRA adapter name into the prefix-cache block hash, so two different adapters can never hit each other's cached blocks. An adapter change invalidates the whole chain from that point.	The function docstring and body, retrieved character-for-character from the raw source file: "Return LoRA name of the request if it is a LoRA request. Return empty list otherwise." with the body "if not request.lora_request: return []" / "return [request.lora_request.lora_name]". The keys are combined unconditionally: "lora_extra_keys: list[str] = _gen_lora_extra_hash_keys(request)" ... "extra_keys: list[Any] = ( lora_extra_keys + mm_extra_keys + cache_salt_keys + prompt_embeds_keys )".	current `main` as of retrieval (2026-09-13)	READ BODY
S7	ABANDONED-10	`kv_role='kv_both'` for NixlConnector — deprecated, scheduled for removal	vLLM project (deprecation shipped in `main`; docs PR to stop recommending it)	https://github.com/vllm-project/vllm/blob/main/vllm/distributed/kv_transfer/kv_connector/v1/nixl/connector.py	shipped deprecation warning in code ("will be removed in a future release"); the recommended usage is removed from docs. Not yet deleted.	"Using kv_role='kv_both' with NixlConnector is deprecated and will be removed in a future release. Please set kv_role='kv_producer' for prefill instances and kv_role='kv_consumer' for decode instances."	current `main` as of retrieval (2026-09-13)	READ BODY
S8	ABANDONED-1	BFLA — a training-free sparse *prefill* attention backend for long-context workloads, offered for upstreaming to vLLM	Alicewithrabbit (reference implementation at `github.com/Alicewithrabbit/BFLA`), RFC against vLLM 0.19.1	https://github.com/vllm-project/vllm/issues/42419	**closed as not planned (`stateReason: NOT_PLANNED`) — but by the automated stale bot, NOT by a maintainer.** The only closure text is bot text. This must not be read as a maintainer rejection.	"This issue has been automatically marked as stale because it has not had any activity within 90 days. It will be automatically closed if no further activity occurs within 30 days. Leave a comment if you feel this issue should remain open. Thank you!" — followed by "This issue has been automatically closed due to inactivity. Please feel free to reopen if you feel it is still relevant. Thank you!" The issue also carries the label text "RFC stale Over 90 days of inactivity".	created 2026-05-12T12:27:26Z; closed ~2026-09 (stale-bot closure; page shows no human close event).	READ BODY
S8	ABANDONED-2	Dynamic chunk resizing for chunked-prefill pipeline parallelism (DCPP) — measured to LOSE on long sequences	Yan Shi, Xiaochao Wang et al. (Huawei Technologies / Shanghai Jiao Tong University), the VPP paper's own negative result	https://arxiv.org/abs/2608.26523	paper concludes the technique does NOT pay off at long context (negative result inside a published paper — the paper's own contribution is the opposite design, VPP).	"Existing approaches mitigate this imbalance through dynamic chunk resizing (Dynamic CPP, DCPP), but our measurements show that this trades scheduling overhead for load balancing, which becomes unfavorable on long sequences." and, with the numbers: "At 512K, where the optimal chunk-size budget is 24K, profiler traces show that CPP requires 22 invocations, whereas DCPP requires 97, or 4.4 × 4.4\times as many." and "However, these savings are outweighed by the cost of finer-grained execution. Computation time increases by 10.5% (+26.48 s) as smaller chunks reduce operator efficiency, while the increased number of chunk boundaries raises exposed communication by 36.1% (+6.01 s). Despite dynamic balancing, 20.47 s of bubble remains, and DCPP ultimately incurs a 14.32 s (4.6%) TTFT regression over CPP." and "DCPP outperforms CPP on 64K–256K sequences, delivering consistent 1.6–3.6% improvements in both throughput and TTFT. However, its advantage progressively diminishes with sequence length and reverses at 512K, resulting in a 4.4% throughput loss and a 4.6% TTFT increase." and the generalisation: "These observations yield a critical insight: DCPP trades scheduling overhead for load-balancing gains. As sequence length grows, however, DCPP requires progressively more invocations, and the resulting fragmentation overhead eventually outweighs the benefits of bubble reduction."	submitted 27 Aug 2026.	READ BODY
S8	ABANDONED-3	DCP + FlashInfer MLA integration bundle — closed unmerged after a maintainer asked for evals and splitting	xuanyu-mistral (Mistral AI) — vLLM PR #47181, "Integrate Decode Context Parallel with FlashInfer MLA and other features"	https://github.com/vllm-project/vllm/pull/47181	**PR closed unmerged by its own author** ("xuanyu-mistral closed this Jul 3, 2026"), after a maintainer request for model evals and a reviewer request to split it. The author's stated close reason is the split, not a rejection of the technique — this is a scope/process abandonment, and the sub-PRs were opened instead — https://github.com/vllm-project/vllm/pull/47541 ("SWA Hybrid attention integrated with FlashInfer MLA + DCP") and https://github.com/vllm-project/vllm/pull/47542 ("DCP + split-q for speculative decoding support"), both still OPEN at retrieval.	"Breaking down to smaller PRs" — immediately followed on the page by "xuanyu-mistral closed this Jul 3, 2026". The maintainer ask that preceded it: "@xuanyu-mistral Could you share model evals with this PR against the different features you implemented?" and the reviewer ask: "@xuanyu-mistral Thanks for the great work. It seems this PR supports many features. It might make review easier if the PR can be broken into several smaller PRs?"	created 2026-06-30; closed 2026-07-03. - Additional verbatim, what was tried (the DCP+KV surface that did not land in one piece): "DCP + Speculative Decoding (MTP): Adds a fused Triton dcp_split_q kernel that splits multi-token decode queries into per-token requests with pre-computed DCP-local seq_lens . This is necessary because the kernel's internal causal offset arithmetic is incorrect under DCP when tokens_per_req > 1 (local(G-k) != local(G) - k)." and "DCP + Sliding Window Attention (Hybrid Models): Enables DCP for models with mixed full-attention and sliding-window layers. SWA layers replicate KV cache on every DCP rank (effectively dcp=1) while full-attention layers use the full DCP group." and "DCP + TRTLLM GQA Decode: Enables the TRTLLM decode path for FlashInfer GQA attention with DCP (previously disabled entirely)." and "NaN × 0 guard in DCP output correction: when a rank has zero local KV tokens, the attention output is NaN and the LSE factor is 0. NaN * 0 = NaN, so we explicitly zero out."	READ BODY
S8	ABANDONED-4	Uneven decode context parallelism across heterogeneous GPUs — maintainer says out of scope in-tree	efschu (contributor) — vLLM PR #50736, "[Feature] Uneven decode context parallelism for heterogeneous TP ranks"; closed by hmellor (vLLM member)	https://github.com/vllm-project/vllm/pull/50736	**closed unmerged by a human maintainer** — an explicit scope rejection, not a stale bot. The project board movement right after ("moved this to Done in NVIDIA") is done by the `github-project-automation` Bot, which is a bot action and not the human decision; the human decision is the comment below.	"Uneven TP sharding is not something I think we are interested in supporting in-tree in vLLM as it is quite niche and appears to need changes to every supported model. In situations where you have different sized GPUs you likely don't have fast interconnect to run TP efficiently anyway. You should probably be using PP instead, which can already be unevenly split across GPUs using VLLM_PP_LAYER_PARTITION"	closed Aug 3, 2026 (close event timestamp 2026-08-03T14:03:55Z).	READ BODY
S8	ABANDONED-5	Monolithic single-cartridge KV for a whole document collection — collapses to near-chance when composed	Eyuboglu et al. (2025), the original Cartridges design — falsified by the CAS paper (arXiv:2606.04557), and by CAS's own limitations section	https://arxiv.org/abs/2606.04557	published paper concludes the earlier technique does NOT pay off at collection scale (and the same paper's own limitations undercut parts of its own replacement).	"A critical limitation of this approach is that cartridges are monolithic and non-compositional: encoding an entire collection into a single KV block does not scale, and naively mixing cartridges trained in isolation collapses performance to near chance." and "However, their approach relies on a single monolithic cartridge per collection, which does not scale to real-world document collections: loading all documents into one cache bloats the prefix with irrelevant tokens, while information-dense content (e.g., financial tables, clinical notes, technical specifications) cannot be highly compressed without loss." - Inverted-negative from the CAS paper's OWN limitations section (its technique does not cover mid-conversation cache insertion at all): "In multi-turn scenarios, however, a cartridge may need to be loaded mid-conversation—for example, when a user references a new document after several turns of dialogue. Prepending the cartridge at that point would invalidate the previously computed KV entries, requiring a full recomputation of the conversation history." And the compression-tolerance bound: "Compression tolerance varies with document complexity ( 100 × 100\times for TechQA, ≤ 2 × {\leq}2\times for FinQA), reaching within 5% of uncompressed baselines. Finally, we show that cartridges can be combined with retrieval, matching RAG performance while using 3–4 × \times fewer tokens, though for information-dense tasks such as FinQA, text RAG maintains an edge." And on retrieval quality: "This is a pragmatic choice, but it means retrieval quality is bounded by how well the query matches the raw document text rather than the compressed KV representation."	submitted 3 Jun 2026.	READ BODY
S8	ABANDONED-6	"Dropping a KV row and seeing no accuracy loss" as validation of an eviction policy — shown to be an unsound inference	Zefeng Cai, Zerui Cai (Independent Researchers) — "Compute Globally, Materialize Locally: The Memory Contract of Sparse Event-KV"	https://arxiv.org/abs/2607.23693	published negative result that undercuts the standard validation methodology of long-context KV eviction/serving schemes (H2O-style, episodic-memory and agent-memory designs).	"Long-horizon agents increasingly reuse their KV cache as memory: a serving system keeps a subset of cached entries and drops the rest. Eviction and episodic-memory schemes therefore rest on a premise rarely tested directly, that a retained event is still informative once the observations that produced it are gone." and the conclusion, verbatim: "One consequence follows for anyone who evicts. An ablation that drops a source event and observes no accuracy loss has not shown that the source was unnecessary; it may have retained a row that already carried the answer." and "For anyone who evicts the corollary is that dropping a source event and observing no accuracy loss does not show the source was unnecessary." - Second, separate negative inside the same paper (position-extension makes the null WORSE, not better): "16 16 of 20 20 conversations exceed Qwen3's native window, where restoring range with YaRN widens the null rather than closing it (both arms re-run together on one stack: LoCoMo − .048 -.048 [ − .103 , + .009 ] [-.103,+.009] without scaling, − .121 -.121 [ − .181 , − .068 ] [-.181,-.068] with it; paired per-conversation change − .074 -.074 , p = .02 p{=}.02 )."	arXiv:2607.23693v1 [cs.AI] 26 Jul 2026.	READ BODY
